flow_id,service_name,endpoint,router_file,router_fn,service_file,service_fn,db_access_pattern,query_source,main_tables_or_registry_keys,response_shape,confidence,source_refs
BE-016,datacenter-api,GET /api/v1/datacenters/{dc_code}/racks/{rack_name}/devices,services/datacenter-api/app/routers/datacenters.py:119,rack_devices,services/datacenter-api/app/services/dc_service.py:4201,get_rack_devices,webui_db,discovery_rack.DEVICES_IN_RACK,discovery_netbox_inventory_device,dict{devices},high,db/queries/discovery_rack.py
BE-017,datacenter-api,GET /api/v1/datacenters/{dc_code}/physical-inventory,services/datacenter-api/app/routers/datacenters.py:124,physical_inventory_dc,services/datacenter-api/app/services/dc_service.py:4010,get_physical_inventory_dc,webui_db,discovery_rack.PHYSICAL_INVENTORY_DC,discovery_netbox_inventory_device,dict{devices},high,db/queries/discovery_rack.py
BE-018,datacenter-api,GET /api/v1/physical-inventory/overview/by-role,services/datacenter-api/app/routers/datacenters.py:129,phys_inv_overview_by_role,services/datacenter-api/app/services/dc_service.py:4054,get_physical_inventory_overview_by_role,webui_db,discovery_rack.PHYSICAL_INVENTORY_BY_ROLE,discovery_netbox_inventory_device,"list[dict{role,count}]",high,db/queries/discovery_rack.py
BE-019,datacenter-api,GET /api/v1/physical-inventory/customer,services/datacenter-api/app/routers/datacenters.py:134,phys_inv_customer,services/datacenter-api/app/services/dc_service.py:3988,get_physical_inventory_customer,webui_db,discovery_rack.PHYSICAL_INVENTORY_CUSTOMER,discovery_netbox_inventory_device,list[dict{tenant/device_count}],high,db/queries/discovery_rack.py
BE-020,datacenter-api,GET /api/v1/physical-inventory/overview/manufacturer,services/datacenter-api/app/routers/datacenters.py:140,phys_inv_overview_manufacturer,services/datacenter-api/app/services/dc_service.py:4071,get_physical_inventory_overview_manufacturer,webui_db,discovery_rack.PHYSICAL_INVENTORY_BY_MANUFACTURER,discovery_netbox_inventory_device,list[dict{manufacturer/count}],high,db/queries/discovery_rack.py
BE-021,datacenter-api,GET /api/v1/physical-inventory/overview/location,services/datacenter-api/app/routers/datacenters.py:145,phys_inv_overview_location,services/datacenter-api/app/services/dc_service.py:4093,get_physical_inventory_overview_location,webui_db,discovery_rack.PHYSICAL_INVENTORY_BY_LOCATION,discovery_netbox_inventory_device,list[dict{location/count}],high,db/queries/discovery_rack.py
BE-022,datacenter-api,GET /api/v1/datacenters/{dc_code}/san/switches,services/datacenter-api/app/routers/datacenters.py:155,san_switches,services/datacenter-api/app/services/dc_service.py:2777,get_san_switches,pg_pool+redis_cache,brocade.SWITCH_HOSTS_IN_RANGE,raw_brocade_switch_metrics,list[str],high,db/queries/brocade.py
BE-023,datacenter-api,GET /api/v1/datacenters/{dc_code}/san/port-usage,services/datacenter-api/app/routers/datacenters.py:160,san_port_usage,services/datacenter-api/app/services/dc_service.py:2818,get_san_port_usage,pg_pool+redis_cache,brocade.PORT_USAGE_LATEST,raw_brocade_switch_metrics,"dict{switches,by_switch}",high,db/queries/brocade.py
BE-024,datacenter-api,GET /api/v1/datacenters/{dc_code}/san/health,services/datacenter-api/app/routers/datacenters.py:165,san_health,services/datacenter-api/app/services/dc_service.py:2876,get_san_health_alerts,pg_pool+redis_cache,brocade.HEALTH_ALERTS,raw_brocade_switch_metrics,list[dict],high,db/queries/brocade.py
BE-025,datacenter-api,GET /api/v1/datacenters/{dc_code}/san/traffic-trend,services/datacenter-api/app/routers/datacenters.py:170,san_traffic_trend,services/datacenter-api/app/services/dc_service.py:2927,get_san_traffic_trend,pg_pool+redis_cache,brocade.TRAFFIC_TREND,raw_brocade_switch_metrics,list[dict],high,db/queries/brocade.py
BE-026,datacenter-api,GET /api/v1/datacenters/{dc_code}/san/bottleneck,services/datacenter-api/app/routers/datacenters.py:175,san_bottleneck,services/datacenter-api/app/services/dc_service.py:3854,get_san_bottleneck,pg_pool+redis_cache,brocade.BOTTLENECK_ANALYSIS,raw_brocade_switch_metrics,"dict{bottlenecks,summary}",high,db/queries/brocade.py
BE-027,datacenter-api,GET /api/v1/datacenters/{dc_code}/storage/capacity,services/datacenter-api/app/routers/datacenters.py:180,storage_capacity,services/datacenter-api/app/services/dc_service.py:2967,get_storage_capacity,pg_pool+redis_cache,ibm_storage.CAPACITY_LATEST,raw_ibm_storage_system,"dict{pools,latest}",high,db/queries/ibm_storage.py
BE-028,datacenter-api,GET /api/v1/datacenters/{dc_code}/storage/performance,services/datacenter-api/app/routers/datacenters.py:185,storage_performance,services/datacenter-api/app/services/dc_service.py:3047,get_storage_performance,pg_pool+redis_cache,ibm_storage.PERFORMANCE_TREND,raw_ibm_storage_system,"dict{timeline,by_pool}",high,db/queries/ibm_storage.py
BE-029,datacenter-api,GET /api/v1/datacenters/{dc_code}/network/filters,services/datacenter-api/app/routers/datacenters.py:195,network_filters,services/datacenter-api/app/services/dc_service.py:3209,get_network_filters,pg_pool+redis_cache,zabbix_network.LATEST_DEVICES,raw_zabbix_network_devices,"dict{manufacturers,roles_by_manufacturer,devices_by_manufacturer_role}",high,db/queries/zabbix_network.py
BE-030,datacenter-api,GET /api/v1/datacenters/{dc_code}/network/port-summary,services/datacenter-api/app/routers/datacenters.py:200,network_port_summary,services/datacenter-api/app/services/dc_service.py:3248,get_network_port_summary,pg_pool+redis_cache,zabbix_network.PORT_SUMMARY,raw_zabbix_network_metrics,"dict{interfaces,summary}",high,db/queries/zabbix_network.py
BE-031,datacenter-api,GET /api/v1/datacenters/{dc_code}/network/95th-percentile,services/datacenter-api/app/routers/datacenters.py:218,network_95th_percentile,services/datacenter-api/app/services/dc_service.py:3300,get_network_95th_percentile,pg_pool+redis_cache,zabbix_network.PERCENTILE_95,raw_zabbix_network_metrics,dict{top_interfaces},high,db/queries/zabbix_network.py
BE-032,datacenter-api,GET /api/v1/datacenters/{dc_code}/network/interface-table,services/datacenter-api/app/routers/datacenters.py:238,network_interface_table,services/datacenter-api/app/services/dc_service.py:3393,get_network_interface_table,pg_pool+redis_cache,zabbix_network.INTERFACE_TABLE_PAGINATED,raw_zabbix_network_metrics,"dict{interfaces,pagination}",high,db/queries/zabbix_network.py
BE-033,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/capacity,services/datacenter-api/app/routers/datacenters.py:262,zabbix_storage_capacity,services/datacenter-api/app/services/dc_service.py:3553,get_zabbix_storage_capacity,pg_pool+redis_cache,zabbix_storage.CAPACITY_LATEST,raw_zabbix_storage_metrics,"dict{hosts,latest}",high,db/queries/zabbix_storage.py
BE-034,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/trend,services/datacenter-api/app/routers/datacenters.py:272,zabbix_storage_trend,services/datacenter-api/app/services/dc_service.py:3607,get_zabbix_storage_trend,pg_pool+redis_cache,zabbix_storage.CAPACITY_TREND,raw_zabbix_storage_metrics,dict{timeline},high,db/queries/zabbix_storage.py
BE-035,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/devices,services/datacenter-api/app/routers/datacenters.py:281,zabbix_storage_devices,services/datacenter-api/app/services/dc_service.py:3490,get_zabbix_storage_devices,pg_pool+redis_cache,zabbix_storage.DEVICES_LIST,raw_zabbix_storage_metrics,list[dict],high,db/queries/zabbix_storage.py
BE-036,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/disk-list,services/datacenter-api/app/routers/datacenters.py:290,zabbix_storage_disk_list,services/datacenter-api/app/services/dc_service.py:3674,get_zabbix_disk_list,pg_pool+redis_cache,zabbix_storage.DISK_LIST,raw_zabbix_storage_metrics,dict{disks},high,db/queries/zabbix_storage.py
BE-037,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/disk-trend,services/datacenter-api/app/routers/datacenters.py:300,zabbix_storage_disk_trend,services/datacenter-api/app/services/dc_service.py:3726,get_zabbix_disk_trend,pg_pool+redis_cache,zabbix_storage.DISK_TREND,raw_zabbix_storage_metrics,dict{timeline},high,db/queries/zabbix_storage.py
BE-038,datacenter-api,GET /api/v1/datacenters/{dc_code}/zabbix-storage/disk-health,services/datacenter-api/app/routers/datacenters.py:311,zabbix_storage_disk_health,services/datacenter-api/app/services/dc_service.py:3791,get_zabbix_disk_health,pg_pool+redis_cache,zabbix_storage.DISK_HEALTH,raw_zabbix_storage_metrics,dict{health_status},high,db/queries/zabbix_storage.py
BE-039,datacenter-api,GET /api/v1/datacenters/{dc_code}/sales-potential,services/datacenter-api/app/routers/datacenters.py:316,dc_sales_potential,services/datacenter-api/app/services/dc_service.py (inline),composite_sales_potential_v1,pg_pool+webui_db,crm_potential.DC_SALES_POTENTIAL,"discovery_crm_salesorder*, gui_crm_customer_alias","dict{dc_code,summary,catalog_detail}",medium,db/queries/crm_potential.py
BE-040,datacenter-api,GET /api/v1/datacenters/{dc_code}/sales-potential/v2,services/datacenter-api/app/routers/datacenters.py:353,dc_sales_potential_v2,services/datacenter-api/app/services/dc_sales_potential_v2.py,compute_sales_potential_v2,pg_pool+webui_db,crm_potential.* + _get_threshold_dict,"discovery_crm_salesorder*, nutanix_cluster_metrics, gui_crm_threshold_config","dict{dc_code,general_remaining_pct,per_resource,per_category,dc_customer_summary}",high,services/dc_sales_potential_v2.py
BE-041,datacenter-api,GET /api/v1/dashboard/overview,services/datacenter-api/app/routers/dashboard.py:14,dashboard_overview,services/datacenter-api/app/services/dc_service.py:1849,get_global_dashboard,pg_pool+redis_cache,nutanix.BATCH_* + vmware.BATCH_* + ibm.* + energy.* + loki.ACTIVE_DATACENTERS,"nutanix_cluster_metrics, vmware_cluster_metrics, ibm_host_metrics, raw_energy_metrics",GlobalOverview,high,routers/dashboard.py
BE-042,datacenter-api,POST /api/v1/admin/cache/refresh,services/datacenter-api/app/routers/admin_cache.py:16,refresh_cache,services/datacenter-api/app/services/dc_service.py,warm_cache + warm_additional_ranges + warm_s3_cache,pg_pool+redis_cache,multiple modules,multiple raw_/discovery_ tables,"dict{status,cache}",high,routers/admin_cache.py
BE-043,customer-api,GET /api/v1/customers,services/customer-api/app/routers/customers.py:16,list_customers,services/customer-api/app/services/customer_service.py:337,get_customer_list,pg_pool,queries/customer.py:CUSTOMER_NAME_LIST,discovery_infrastructure_devices,List[str],high,routers/customers.py
BE-044,customer-api,GET /api/v1/customers/{name}/resources,services/customer-api/app/routers/customers.py:21,customer_resources,services/customer-api/app/services/customer_service.py:294,get_customer_resources,pg_pool+redis_cache,composite (customer_adapter.fetch),"discovery_infrastructure_*, discovery_netbox_*",CustomerResources,high,services/customer_service.py
BE-045,customer-api,GET /api/v1/customers/{name}/s3/vaults,services/customer-api/app/routers/customers.py:30,customer_s3_vaults,services/customer-api/app/services/customer_service.py:416,get_customer_s3_vaults,pg_pool+redis_cache,queries/s3.py: VAULT_LIST + VAULT_LATEST + VAULT_FIRST_LAST,"discovery_s3_vaults, discovery_s3_buckets",dict,high,routers/customers.py
BE-046,customer-api,GET /api/v1/customers/{name}/sales/summary,services/customer-api/app/routers/sales.py:37,sales_summary,services/customer-api/app/services/sales_service.py:113,get_sales_summary,pg_pool+webui_db,crm_sales.SALES_SUMMARY + service_mapping.RESOLVE_ALIAS_BY_NAME,"discovery_crm_salesorders, gui_crm_customer_alias",SalesSummary,high,routers/sales.py
BE-047,customer-api,GET /api/v1/customers/{name}/sales/items,services/customer-api/app/routers/sales.py:46,sales_items,services/customer-api/app/services/sales_service.py:147,get_sales_items,pg_pool+webui_db,crm_sales.SALES_ITEMS + service_mapping.RESOLVE_ALIAS_BY_NAME,"discovery_crm_salesorderdetails, gui_crm_customer_alias",List[SalesLineItem],high,routers/sales.py
BE-048,customer-api,GET /api/v1/customers/{name}/sales/efficiency,services/customer-api/app/routers/sales.py:55,sales_efficiency,services/customer-api/app/services/sales_service.py:157,get_sales_efficiency,pg_pool+webui_db,crm_sales.SALES_EFFICIENCY_BILLED + CATALOG_PRICES + service_mapping.RESOLVE_ALIAS_BY_NAME,"discovery_crm_products, discovery_crm_salesorderdetails, gui_crm_price_override",List[SalesEfficiencyRow],high,routers/sales.py
BE-049,customer-api,GET /api/v1/customers/{name}/sales/efficiency-by-category,services/customer-api/app/routers/sales.py:64,sales_efficiency_by_category,services/customer-api/app/services/sales_service.py:199,get_efficiency_by_category,pg_pool+webui_db+redis_cache,crm_sales.SALES_SOLD_RAW_BY_PRODUCT + service_mapping + customer_assets composite,"discovery_crm_salesorderdetails, gui_crm_service_mappings, customer_assets",List[SalesEfficiencyByCategoryRow],high,services/sales_service.py
BE-050,customer-api,GET /api/v1/customers/{name}/sales/catalog-valuation,services/customer-api/app/routers/sales.py:76,catalog_valuation,services/customer-api/app/services/sales_service.py:267,get_catalog_valuation,pg_pool+webui_db,crm_sales.SALES_CATALOG_PRICES + service_mapping.RESOLVE_ALIAS_BY_NAME,"discovery_crm_products, discovery_crm_productpricelevels, gui_crm_price_override",List[CatalogValuationRow],high,routers/sales.py
BE-051,customer-api,GET /api/v1/crm/aliases,services/customer-api/app/routers/sales.py:89,list_aliases,services/customer-api/app/services/sales_service.py:280,get_all_aliases,webui_db,service_mapping.GET_ALL_ALIASES,gui_crm_customer_alias,List[CustomerAlias],high,routers/sales.py
BE-052,customer-api,PUT /api/v1/crm/aliases/{crm_accountid},services/customer-api/app/routers/sales.py:95,update_alias,services/customer-api/app/services/sales_service.py:291,upsert_alias,webui_db,service_mapping.UPSERT_ALIAS,gui_crm_customer_alias,dict,high,routers/sales.py
BE-053,customer-api,DELETE /api/v1/crm/aliases/{crm_accountid},services/customer-api/app/routers/sales.py:112,delete_alias,services/customer-api/app/services/sales_service.py:303,delete_alias,webui_db,service_mapping.DELETE_ALIAS,gui_crm_customer_alias,dict,high,routers/sales.py
BE-054,customer-api,GET /api/v1/customers/{name}/itsm/summary,services/customer-api/app/routers/itsm.py:25,itsm_summary,services/customer-api/app/services/itsm_service.py:85,get_summary,pg_pool,itsm.ITSM_SUMMARY,"discovery_servicecore_incidents, discovery_servicecore_servicerequests, discovery_servicecore_users",ITSMSummary,high,routers/itsm.py
BE-055,customer-api,GET /api/v1/customers/{name}/itsm/extremes,services/customer-api/app/routers/itsm.py:35,itsm_extremes,services/customer-api/app/services/itsm_service.py:124,get_extremes,pg_pool,itsm.ITSM_EXTREMES,"discovery_servicecore_incidents, discovery_servicecore_servicerequests",ITSMExtremes,high,routers/itsm.py
BE-056,customer-api,GET /api/v1/customers/{name}/itsm/tickets,services/customer-api/app/routers/itsm.py:49,itsm_tickets,services/customer-api/app/services/itsm_service.py:160,get_tickets,pg_pool,itsm.ITSM_TICKETS,"discovery_servicecore_incidents, discovery_servicecore_servicerequests",List[ITSMTicket],high,routers/itsm.py
BE-057,customer-api,POST /api/v1/admin/cache/refresh,services/customer-api/app/routers/admin_cache.py:16,refresh_cache,services/customer-api/app/services/cache_service.py,cache_flush_pattern + warm_cache,redis_only,N/A,"customer_assets:*, customer_s3:*, cluster_arch_map:*",dict,high,routers/admin_cache.py
BE-058,customer-api,GET /health,services/customer-api/app/main.py:117,health,main.py,health,redis+pg_pool,inline,N/A,dict,high,main.py
BE-059,customer-api,GET /ready,services/customer-api/app/main.py:129,ready,main.py,ready,redis+pg_pool,inline,N/A,dict,high,main.py
BE-060,crm-engine,GET /api/v1/crm/sellable-potential/summary,services/crm-engine/app/routers/sellable.py:76,get_summary,shared/sellable/sellable_service.py,compute_summary,webui_db+datalake+http(dc-api),gui_panel_* + gui_panel_infra_source + gc_* + discovery_crm_*,"gui_panel_definition, gui_panel_infra_source, gui_panel_threshold, gui_unit_conversion, gui_panel_resource_ratio, gui_price_override, gui_calc_config","DashboardSummary{families,panels,totals}",high,routers/sellable.py
BE-061,crm-engine,GET /api/v1/crm/sellable-potential/by-panel,services/crm-engine/app/routers/sellable.py:92,get_by_panel,shared/sellable/sellable_service.py,compute_all_panels,webui_db+datalake+http(dc-api),gui_panel_definition + gui_panel_infra_source,multiple panels,list[PanelResult],high,routers/sellable.py
BE-062,crm-engine,GET /api/v1/crm/sellable-potential/by-family,services/crm-engine/app/routers/sellable.py:115,get_by_family,shared/sellable/sellable_service.py,compute_summary (family group),webui_db+datalake+http(dc-api),gui_panel_definition + gui_panel_infra_source,multiple panels,list[FamilyAggregate],high,routers/sellable.py
BE-063,crm-engine,GET /api/v1/crm/metric-tags,services/crm-engine/app/routers/sellable.py:133,get_metric_tags,shared/sellable/sellable_service.py,get_metric_dict,webui_db,gui_panel_metric,gui_panel_metric,list[MetricValueRow],high,routers/sellable.py
BE-064,crm-engine,GET /api/v1/crm/metric-tags/snapshots,services/crm-engine/app/routers/sellable.py:153,get_metric_snapshots,shared/sellable/sellable_service.py,list_metric_snapshots,webui_db,gui_panel_metric_snapshot,gui_panel_metric_snapshot,list[MetricSnapshotRow],high,routers/sellable.py
BE-065,crm-engine,GET /api/v1/crm/panels,services/crm-engine/app/routers/sellable.py:180,list_panels,shared/sellable/webui_db.py,run_rows(LIST_PANEL_DEFS),webui_db,db/queries/sellable.py:17,gui_panel_definition,list[PanelDefinitionRow],high,routers/sellable.py
BE-066,crm-engine,PUT /api/v1/crm/panels/{panel_key},services/crm-engine/app/routers/sellable.py:185,upsert_panel,shared/sellable/webui_db.py,execute(UPSERT_PANEL_DEF),webui_db,db/queries/sellable.py:31,gui_panel_definition,"dict{status,panel_key}",high,routers/sellable.py
BE-067,crm-engine,GET /api/v1/crm/panels/{panel_key}/infra-source,services/crm-engine/app/routers/sellable.py:206,get_infra_source,shared/sellable/webui_db.py,run_one(GET_INFRA_SOURCE),webui_db,db/queries/sellable.py:60,gui_panel_infra_source,PanelInfraSourceRow,high,routers/sellable.py
BE-068,crm-engine,PUT /api/v1/crm/panels/{panel_key}/infra-source,services/crm-engine/app/routers/sellable.py:214,upsert_infra_source,shared/sellable/webui_db.py,execute(UPSERT_INFRA_SOURCE),webui_db,db/queries/sellable.py:71,gui_panel_infra_source,"dict{status,panel_key,dc_code}",high,routers/sellable.py
BE-069,crm-engine,GET /api/v1/crm/resource-ratios,services/crm-engine/app/routers/sellable.py:244,list_ratios,shared/sellable/webui_db.py,run_rows(LIST_RATIOS),webui_db,db/queries/sellable.py,gui_panel_resource_ratio,list[ResourceRatioRow],high,routers/sellable.py
BE-070,crm-engine,PUT /api/v1/crm/resource-ratios/{family},services/crm-engine/app/routers/sellable.py:249,upsert_ratio,shared/sellable/webui_db.py,execute(UPSERT_RATIO),webui_db,db/queries/sellable.py,gui_panel_resource_ratio,"dict{status,family,dc_code}",high,routers/sellable.py
BE-071,crm-engine,GET /api/v1/crm/unit-conversions,services/crm-engine/app/routers/sellable.py:273,list_unit_conversions,shared/sellable/webui_db.py,run_rows(LIST_UNIT_CONVERSIONS),webui_db,db/queries/sellable.py,gui_unit_conversion,list[UnitConversionRow],high,routers/sellable.py
BE-072,crm-engine,PUT /api/v1/crm/unit-conversions/{from_unit}/{to_unit},services/crm-engine/app/routers/sellable.py:278,upsert_unit_conversion,shared/sellable/webui_db.py,execute(UPSERT_UNIT_CONVERSION),webui_db,db/queries/sellable.py,gui_unit_conversion,"dict{status,from_unit,to_unit}",high,routers/sellable.py
BE-073,crm-engine,DELETE /api/v1/crm/unit-conversions/{from_unit}/{to_unit},services/crm-engine/app/routers/sellable.py:304,delete_unit_conversion,shared/sellable/webui_db.py,execute(DELETE_UNIT_CONVERSION),webui_db,db/queries/sellable.py,gui_unit_conversion,"dict{status,rows_deleted}",high,routers/sellable.py
BE-074,crm-engine,GET /api/v1/crm/config/thresholds,services/crm-engine/app/routers/crm_config.py:55,list_thresholds,shared/sellable/crm_config_service.py,list_thresholds,webui_db,db/queries/crm_config.py,gui_panel_threshold,list[ThresholdConfigRow],high,routers/crm_config.py
BE-075,crm-engine,PUT /api/v1/crm/config/thresholds,services/crm-engine/app/routers/crm_config.py:60,upsert_threshold,shared/sellable/crm_config_service.py,upsert_threshold,webui_db,db/queries/crm_config.py,gui_panel_threshold,"dict{status,resource_type,dc_code,panel_key}",high,routers/crm_config.py
BE-076,crm-engine,DELETE /api/v1/crm/config/thresholds/{threshold_id},services/crm-engine/app/routers/crm_config.py:80,delete_threshold,shared/sellable/crm_config_service.py,delete_threshold,webui_db,db/queries/crm_config.py,gui_panel_threshold,"dict{status,id,rows_deleted}",high,routers/crm_config.py
BE-077,crm-engine,GET /api/v1/crm/config/price-overrides,services/crm-engine/app/routers/crm_config.py:91,list_price_overrides,shared/sellable/crm_config_service.py,list_price_overrides,webui_db,db/queries/crm_config.py,gui_price_override,list[PriceOverrideRow],high,routers/crm_config.py
BE-078,crm-engine,PUT /api/v1/crm/config/price-overrides/{productid},services/crm-engine/app/routers/crm_config.py:96,upsert_price_override,shared/sellable/crm_config_service.py,upsert_price_override,webui_db,db/queries/crm_config.py,gui_price_override,"dict{status,productid}",high,routers/crm_config.py
BE-079,crm-engine,DELETE /api/v1/crm/config/price-overrides/{productid},services/crm-engine/app/routers/crm_config.py:116,delete_price_override,shared/sellable/crm_config_service.py,delete_price_override,webui_db,db/queries/crm_config.py,gui_price_override,"dict{status,productid,rows_deleted}",high,routers/crm_config.py
BE-080,crm-engine,GET /api/v1/crm/config/variables,services/crm-engine/app/routers/crm_config.py:127,list_variables,shared/sellable/crm_config_service.py,list_calc_config,webui_db,db/queries/crm_config.py,gui_calc_config,list[CalcConfigRow],high,routers/crm_config.py
BE-081,crm-engine,PUT /api/v1/crm/config/variables/{config_key},services/crm-engine/app/routers/crm_config.py:132,upsert_variable,shared/sellable/crm_config_service.py,upsert_calc_config,webui_db,db/queries/crm_config.py,gui_calc_config,"dict{status,config_key}",high,routers/crm_config.py
BE-082,crm-engine,GET /api/v1/crm/config/discovery-counts,services/crm-engine/app/routers/crm_config.py:153,list_discovery_counts,shared/sales_service.py,_run_query(DISCOVERY_TABLE_COUNTS),datalake,db/queries/crm_sales.py:143,discovery_crm_*,list[CrmDiscoveryCount],high,routers/crm_config.py
BE-083,crm-engine,GET /api/v1/crm/service-mapping/pages,services/crm-engine/app/routers/service_mapping.py:26,list_pages,shared/sales_service.py,list_service_pages,datalake,db/queries/service_mapping.py,crm_service_mapping_pages,list[ServiceMappingPageRow],high,routers/service_mapping.py
BE-084,crm-engine,GET /api/v1/crm/service-mapping,services/crm-engine/app/routers/service_mapping.py:32,list_mappings,shared/sales_service.py,list_service_mappings,datalake+webui_db,db/queries/service_mapping.py,"crm_service_mapping, gui_service_mapping_override",list[ServiceMappingRow],high,routers/service_mapping.py
